product_key,product_id,product_number,product_name,category_id,category,subcategory,cost,maintenance,start_date
23,267,FR-R38R-52,LL Road Frame - Red- 52,CO_RF,Components,Road Frames,187,Yes,2012-07-01
24,269,FR-R38R-58,LL Road Frame - Red- 58,CO_RF,Components,Road Frames,187,Yes,2012-07-01
25,271,FR-R38R-60,LL Road Frame - Red- 60,CO_RF,Components,Road Frames,187,Yes,2012-07-01
26,273,FR-R38R-62,LL Road Frame - Red- 62,CO_RF,Components,Road Frames,187,Yes,2012-07-01
27,274,FR-R72R-44,ML Road Frame - Red- 44,CO_RF,Components,Road Frames,352,Yes,2011-07-01
28,275,FR-R72R-48,ML Road Frame - Red- 48,CO_RF,Components,Road Frames,352,Yes,2011-07-01
29,276,FR-R72R-52,ML Road Frame - Red- 52,CO_RF,Components,Road Frames,352,Yes,2011-07-01
30,277,FR-R72R-58,ML Road Frame - Red- 58,CO_RF,Components,Road Frames,352,Yes,2011-07-01
31,278,FR-R72R-60,ML Road Frame - Red- 60,CO_RF,Components,Road Frames,352,Yes,2011-07-01
32,281,FR-R38B-44,LL Road Frame - Black- 44,CO_RF,Components,Road Frames,205,Yes,2013-07-01
33,284,FR-R38B-48,LL Road Frame - Black- 48,CO_RF,Components,Road Frames,205,Yes,2013-07-01
34,287,FR-R38B-52,LL Road Frame - Black- 52,CO_RF,Components,Road Frames,205,Yes,2013-07-01
35,290,FR-M94S-42,HL Mountain Frame - Silver- 42,CO_MF,Components,Mountain Frames,747,Yes,2013-07-01
36,291,FR-M94S-44,HL Mountain Frame - Silver- 44,CO_MF,Components,Mountain Frames,707,Yes,2011-07-01
37,292,FR-M94S-52,HL Mountain Frame - Silver- 48,CO_MF,Components,Mountain Frames,707,Yes,2011-07-01
38,295,FR-M94S-46,HL Mountain Frame - Silver- 46,CO_MF,Components,Mountain Frames,747,Yes,2013-07-01
39,298,FR-M94B-42,HL Mountain Frame - Black- 42,CO_MF,Components,Mountain Frames,739,Yes,2013-07-01
40,299,FR-M94B-44,HL Mountain Frame - Black- 44,CO_MF,Components,Mountain Frames,699,Yes,2011-07-01
41,300,FR-M94B-48,HL Mountain Frame - Black- 48,CO_MF,Components,Mountain Frames,699,Yes,2011-07-01
42,303,FR-M94B-46,HL Mountain Frame - Black- 46,CO_MF,Components,Mountain Frames,739,Yes,2013-07-01
43,306,FR-M94B-38,HL Mountain Frame - Black- 38,CO_MF,Components,Mountain Frames,739,Yes,2013-07-01
44,309,FR-M94S-38,HL Mountain Frame - Silver- 38,CO_MF,Components,Mountain Frames,747,Yes,2013-07-01
45,310,BK-R93R-62,Road-150 Red- 62,BI_RB,Bikes,Road Bikes,2171,Yes,2011-07-01
46,311,BK-R93R-44,Road-150 Red- 44,BI_RB,Bikes,Road Bikes,2171,Yes,2011-07-01
47,312,BK-R93R-48,Road-150 Red- 48,BI_RB,Bikes,Road Bikes,2171,Yes,2011-07-01
48,313,BK-R93R-52,Road-150 Red- 52,BI_RB,Bikes,Road Bikes,2171,Yes,2011-07-01
49,314,BK-R93R-56,Road-150 Red- 56,BI_RB,Bikes,Road Bikes,2171,Yes,2011-07-01
50,315,BK-R68R-58,Road-450 Red- 58,BI_RB,Bikes,Road Bikes,885,Yes,2011-07-01
51,316,BK-R68R-60,Road-450 Red- 60,BI_RB,Bikes,Road Bikes,885,Yes,2011-07-01
52,317,BK-R68R-44,Road-450 Red- 44,BI_RB,Bikes,Road Bikes,885,Yes,2011-07-01
53,318,BK-R68R-48,Road-450 Red- 48,BI_RB,Bikes,Road Bikes,885,Yes,2011-07-01
54,319,BK-R68R-52,Road-450 Red- 52,BI_RB,Bikes,Road Bikes,885,Yes,2011-07-01
55,321,BK-R50R-58,Road-650 Red- 58,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
56,323,BK-R50R-60,Road-650 Red- 60,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
57,325,BK-R50R-62,Road-650 Red- 62,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
58,327,BK-R50R-44,Road-650 Red- 44,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
59,329,BK-R50R-48,Road-650 Red- 48,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
60,331,BK-R50R-52,Road-650 Red- 52,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
61,333,BK-R50B-58,Road-650 Black- 58,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
62,335,BK-R50B-60,Road-650 Black- 60,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
63,337,BK-R50B-62,Road-650 Black- 62,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
64,339,BK-R50B-44,Road-650 Black- 44,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
65,341,BK-R50B-48,Road-650 Black- 48,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
66,343,BK-R50B-52,Road-650 Black- 52,BI_RB,Bikes,Road Bikes,487,Yes,2012-07-01
67,344,BK-M82S-38,Mountain-100 Silver- 38,BI_MB,Bikes,Mountain Bikes,1912,Yes,2011-07-01
68,345,BK-M82S-42,Mountain-100 Silver- 42,BI_MB,Bikes,Mountain Bikes,1912,Yes,2011-07-01
69,346,BK-M82S-44,Mountain-100 Silver- 44,BI_MB,Bikes,Mountain Bikes,1912,Yes,2011-07-01
70,347,BK-M82S-48,Mountain-100 Silver- 48,BI_MB,Bikes,Mountain Bikes,1912,Yes,2011-07-01
71,348,BK-M82B-38,Mountain-100 Black- 38,BI_MB,Bikes,Mountain Bikes,1898,Yes,2011-07-01
72,349,BK-M82B-42,Mountain-100 Black- 42,BI_MB,Bikes,Mountain Bikes,1898,Yes,2011-07-01
73,350,BK-M82B-44,Mountain-100 Black- 44,BI_MB,Bikes,Mountain Bikes,1898,Yes,2011-07-01
74,351,BK-M82B-48,Mountain-100 Black- 48,BI_MB,Bikes,Mountain Bikes,1898,Yes,2011-07-01
75,353,BK-M68S-38,Mountain-200 Silver- 38,BI_MB,Bikes,Mountain Bikes,1266,Yes,2013-07-01
76,355,BK-M68S-42,Mountain-200 Silver- 42,BI_MB,Bikes,Mountain Bikes,1266,Yes,2013-07-01
77,357,BK-M68S-46,Mountain-200 Silver- 46,BI_MB,Bikes,Mountain Bikes,1266,Yes,2013-07-01
78,359,BK-M68B-38,Mountain-200 Black- 38,BI_MB,Bikes,Mountain Bikes,1252,Yes,2013-07-01
79,361,BK-M68B-42,Mountain-200 Black- 42,BI_MB,Bikes,Mountain Bikes,1252,Yes,2013-07-01
80,363,BK-M68B-46,Mountain-200 Black- 46,BI_MB,Bikes,Mountain Bikes,1252,Yes,2013-07-01
81,364,BK-M47B-38,Mountain-300 Black- 38,BI_MB,Bikes,Mountain Bikes,598,Yes,2012-07-01
82,365,BK-M47B-40,Mountain-300 Black- 40,BI_MB,Bikes,Mountain Bikes,598,Yes,2012-07-01
83,366,BK-M47B-44,Mountain-300 Black- 44,BI_MB,Bikes,Mountain Bikes,598,Yes,2012-07-01
84,367,BK-M47B-48,Mountain-300 Black- 48,BI_MB,Bikes,Mountain Bikes,598,Yes,2012-07-01
85,368,BK-R89R-44,Road-250 Red- 44,BI_RB,Bikes,Road Bikes,1519,Yes,2012-07-01
86,369,BK-R89R-48,Road-250 Red- 48,BI_RB,Bikes,Road Bikes,1519,Yes,2012-07-01
87,370,BK-R89R-52,Road-250 Red- 52,BI_RB,Bikes,Road Bikes,1519,Yes,2012-07-01
88,372,BK-R89R-58,Road-250 Red- 58,BI_RB,Bikes,Road Bikes,1555,Yes,2013-07-01
89,374,BK-R89B-44,Road-250 Black- 44,BI_RB,Bikes,Road Bikes,1555,Yes,2013-07-01
90,376,BK-R89B-48,Road-250 Black- 48,BI_RB,Bikes,Road Bikes,1555,Yes,2013-07-01
91,378,BK-R89B-52,Road-250 Black- 52,BI_RB,Bikes,Road Bikes,1555,Yes,2013-07-01
92,380,BK-R89B-58,Road-250 Black- 58,BI_RB,Bikes,Road Bikes,1555,Yes,2013-07-01
93,382,BK-R64Y-38,Road-550-W Yellow- 38,BI_RB,Bikes,Road Bikes,713,Yes,2013-07-01
94,384,BK-R64Y-40,Road-550-W Yellow- 40,BI_RB,Bikes,Road Bikes,713,Yes,2013-07-01
95,386,BK-R64Y-42,Road-550-W Yellow- 42,BI_RB,Bikes,Road Bikes,713,Yes,2013-07-01
96,388,BK-R64Y-44,Road-550-W Yellow- 44,BI_RB,Bikes,Road Bikes,713,Yes,2013-07-01
97,390,BK-R64Y-48,Road-550-W Yellow- 48,BI_RB,Bikes,Road Bikes,713,Yes,2013-07-01
98,391,FK-1639,LL Fork,CO_FO,Components,Forks,66,Yes,2012-07-01
99,392,FK-5136,ML Fork,CO_FO,Components,Forks,78,Yes,2012-07-01
100,393,FK-9939,HL Fork,CO_FO,Components,Forks,102,Yes,2012-07-01
101,394,HS-0296,LL Headset,CO_HS,Components,Headsets,15,No,2012-07-01
102,395,HS-2451,ML Headset,CO_HS,Components,Headsets,45,No,2012-07-01
103,396,HS-3479,HL Headset,CO_HS,Components,Headsets,55,No,2012-07-01
104,398,HB-M243,LL Mountain Handlebars,CO_HB,Components,Handlebars,20,No,2013-07-01
105,400,HB-M763,ML Mountain Handlebars,CO_HB,Components,Handlebars,27,No,2013-07-01
106,402,HB-M918,HL Mountain Handlebars,CO_HB,Components,Handlebars,53,No,2013-07-01
107,404,HB-R504,LL Road Handlebars,CO_HB,Components,Handlebars,20,No,2013-07-01
108,406,HB-R720,ML Road Handlebars,CO_HB,Components,Handlebars,27,No,2013-07-01
109,408,HB-R956,HL Road Handlebars,CO_HB,Components,Handlebars,53,No,2013-07-01
110,409,FR-M63B-38,ML Mountain Frame - Black- 38,CO_MF,Components,Mountain Frames,186,Yes,2012-07-01
111,410,FW-M423,LL Mountain Front Wheel,CO_WH,Components,Wheels,27,Yes,2012-07-01
112,411,FW-M762,ML Mountain Front Wheel,CO_WH,Components,Wheels,93,Yes,2012-07-01
113,412,FW-M928,HL Mountain Front Wheel,CO_WH,Components,Wheels,133,Yes,2012-07-01
114,413,FW-R623,LL Road Front Wheel,CO_WH,Components,Wheels,38,Yes,2012-07-01
115,414,FW-R762,ML Road Front Wheel,CO_WH,Components,Wheels,110,Yes,2012-07-01
116,415,FW-R820,HL Road Front Wheel,CO_WH,Components,Wheels,147,Yes,2012-07-01
117,416,FW-T905,Touring Front Wheel,CO_WH,Components,Wheels,97,Yes,2012-07-01
118,418,FR-R72Y-38,ML Road Frame-W - Yellow- 38,CO_RF,Components,Road Frames,361,Yes,2013-07-01
119,419,RW-M423,LL Mountain Rear Wheel,CO_WH,Components,Wheels,39,Yes,2012-07-01
120,420,RW-M762,ML Mountain Rear Wheel,CO_WH,Components,Wheels,105,Yes,2012-07-01
121,421,RW-M928,HL Mountain Rear Wheel,CO_WH,Components,Wheels,145,Yes,2012-07-01
122,422,RW-R623,LL Road Rear Wheel,CO_WH,Components,Wheels,50,Yes,2012-07-01
123,423,RW-R762,ML Road Rear Wheel,CO_WH,Components,Wheels,122,Yes,2012-07-01
124,424,RW-R820,HL Road Rear Wheel,CO_WH,Components,Wheels,159,Yes,2012-07-01
125,425,RW-T905,Touring Rear Wheel,CO_WH,Components,Wheels,109,Yes,2012-07-01
126,426,FR-M63B-40,ML Mountain Frame - Black- 40,CO_MF,Components,Mountain Frames,186,Yes,2012-07-01
127,427,FR-M63B-44,ML Mountain Frame - Black- 44,CO_MF,Components,Mountain Frames,186,Yes,2012-07-01
128,428,FR-M63B-48,ML Mountain Frame - Black- 48,CO_MF,Components,Mountain Frames,186,Yes,2012-07-01
129,430,FR-R72Y-40,ML Road Frame-W - Yellow- 40,CO_RF,Components,Road Frames,361,Yes,2013-07-01
130,432,FR-R72Y-42,ML Road Frame-W - Yellow- 42,CO_RF,Components,Road Frames,361,Yes,2013-07-01
131,434,FR-R72Y-44,ML Road Frame-W - Yellow- 44,CO_RF,Components,Road Frames,361,Yes,2013-07-01
132,436,FR-R72Y-48,ML Road Frame-W - Yellow- 48,CO_RF,Components,Road Frames,361,Yes,2013-07-01
133,438,FR-R92B-62,HL Road Frame - Black- 62,CO_RF,Components,Road Frames,869,Yes,2013-07-01
134,440,FR-R92B-44,HL Road Frame - Black- 44,CO_RF,Components,Road Frames,869,Yes,2013-07-01
135,442,FR-R92B-48,HL Road Frame - Black- 48,CO_RF,Components,Road Frames,869,Yes,2013-07-01
136,444,FR-R92B-52,HL Road Frame - Black- 52,CO_RF,Components,Road Frames,869,Yes,2013-07-01
137,445,SH-M897-S,Men's Sports Shorts- S,CL_SH,Clothing,Shorts,25,No,2012-07-01
138,446,PA-T100,Touring-Panniers- Large,AC_PA,Accessories,Panniers,52,No,2012-07-01
139,447,LO-C100,Cable Lock,AC_LO,Accessories,Locks,10,Yes,2012-07-01
140,448,PU-0452,Minipump,AC_PU,Accessories,Pumps,8,Yes,2012-07-01
141,449,PU-M044,Mountain Pump,AC_PU,Accessories,Pumps,10,Yes,2012-07-01
142,450,LT-T990,Taillights - Battery-Powered,AC_LI,Accessories,Lights,6,Yes,2012-07-01
143,451,LT-H902,Headlights - Dual-Beam,AC_LI,Accessories,Lights,14,Yes,2012-07-01
144,452,LT-H903,Headlights - Weatherproof,AC_LI,Accessories,Lights,19,Yes,2012-07-01
145,453,SH-M897-M,Men's Sports Shorts- M,CL_SH,Clothing,Shorts,25,No,2012-07-01
146,454,SH-M897-L,Men's Sports Shorts- L,CL_SH,Clothing,Shorts,25,No,2012-07-01
147,455,SH-M897-X,Men's Sports Shorts- XL,CL_SH,Clothing,Shorts,25,No,2012-07-01
148,456,TG-W091-S,Women's Tights- S,CL_TI,Clothing,Tights,31,No,2012-07-01
149,457,TG-W091-M,Women's Tights- M,CL_TI,Clothing,Tights,31,No,2012-07-01
150,458,TG-W091-L,Women's Tights- L,CL_TI,Clothing,Tights,31,No,2012-07-01
151,459,SB-M891-S,Men's Bib-Shorts- S,CL_BS,Clothing,Bib-Shorts,37,No,2012-07-01
152,460,SB-M891-M,Men's Bib-Shorts- M,CL_BS,Clothing,Bib-Shorts,37,No,2012-07-01
153,461,SB-M891-L,Men's Bib-Shorts- L,CL_BS,Clothing,Bib-Shorts,37,No,2012-07-01
154,463,GL-H102-S,Half-Finger Gloves- S,CL_GL,Clothing,Gloves,9,No,2013-07-01
155,465,GL-H102-M,Half-Finger Gloves- M,CL_GL,Clothing,Gloves,9,No,2013-07-01
156,467,GL-H102-L,Half-Finger Gloves- L,CL_GL,Clothing,Gloves,9,No,2013-07-01
157,468,GL-F110-S,Full-Finger Gloves- S,CL_GL,Clothing,Gloves,16,No,2012-07-01
158,469,GL-F110-M,Full-Finger Gloves- M,CL_GL,Clothing,Gloves,16,No,2012-07-01
159,470,GL-F110-L,Full-Finger Gloves- L,CL_GL,Clothing,Gloves,16,No,2012-07-01
160,471,VE-C304-S,Classic Vest- S,CL_VE,Clothing,Vests,24,No,2013-07-01
161,472,VE-C304-M,Classic Vest- M,CL_VE,Clothing,Vests,24,No,2013-07-01
162,473,VE-C304-L,Classic Vest- L,CL_VE,Clothing,Vests,24,No,2013-07-01
163,474,SH-W890-S,Women's Mountain Shorts- S,CL_SH,Clothing,Shorts,26,No,2013-07-01
164,475,SH-W890-M,Women's Mountain Shorts- M,CL_SH,Clothing,Shorts,26,No,2013-07-01
165,476,SH-W890-L,Women's Mountain Shorts- L,CL_SH,Clothing,Shorts,26,No,2013-07-01
166,477,WB-H098,Water Bottle - 30 oz.,AC_BC,Accessories,Bottles and Cages,2,No,2013-07-01
167,478,BC-M005,Mountain Bottle Cage,AC_BC,Accessories,Bottles and Cages,4,No,2013-07-01
168,479,BC-R205,Road Bottle Cage,AC_BC,Accessories,Bottles and Cages,3,No,2013-07-01
169,480,PK-7098,Patch Kit/8 Patches,AC_TT,Accessories,Tires and Tubes,1,Yes,2013-07-01
170,481,SO-R809-M,Racing Socks- M,CL_SO,Clothing,Socks,3,No,2013-07-01
171,482,SO-R809-L,Racing Socks- L,CL_SO,Clothing,Socks,3,No,2013-07-01
172,483,RA-H123,Hitch Rack - 4-Bike,AC_BR,Accessories,Bike Racks,45,Yes,2013-07-01
173,484,CL-9009,Bike Wash - Dissolver,AC_CL,Accessories,Cleaners,3,Yes,2013-07-01
174,485,FE-6654,Fender Set - Mountain,AC_FE,Accessories,Fenders,8,No,2013-07-01
175,486,ST-1401,All-Purpose Bike Stand,AC_BS,Accessories,Bike Stands,59,No,2013-07-01
176,487,HY-1023-70,Hydration Pack - 70 oz.,AC_HP,Accessories,Hydration Packs,21,No,2013-07-01
177,488,SJ-0194-S,Short-Sleeve Classic Jersey- S,CL_JE,Clothing,Jerseys,42,No,2013-07-01
178,489,SJ-0194-M,Short-Sleeve Classic Jersey- M,CL_JE,Clothing,Jerseys,42,No,2013-07-01
179,490,SJ-0194-L,Short-Sleeve Classic Jersey- L,CL_JE,Clothing,Jerseys,42,No,2013-07-01
180,491,SJ-0194-X,Short-Sleeve Classic Jersey- XL,CL_JE,Clothing,Jerseys,42,No,2013-07-01
181,492,FR-T98Y-60,HL Touring Frame - Yellow- 60,CO_TF,Components,Touring Frames,602,Yes,2013-07-01
182,493,FR-T67Y-62,LL Touring Frame - Yellow- 62,CO_TF,Components,Touring Frames,200,Yes,2013-07-01
183,494,FR-T98Y-46,HL Touring Frame - Yellow- 46,CO_TF,Components,Touring Frames,602,Yes,2013-07-01
184,495,FR-T98Y-50,HL Touring Frame - Yellow- 50,CO_TF,Components,Touring Frames,602,Yes,2013-07-01
185,496,FR-T98Y-54,HL Touring Frame - Yellow- 54,CO_TF,Components,Touring Frames,602,Yes,2013-07-01
186,497,FR-T98U-46,HL Touring Frame - Blue- 46,CO_TF,Components,Touring Frames,602,Yes,2013-07-01
187,498,FR-T98U-50,HL Touring Frame - Blue- 50,CO_TF,Components,Touring Frames,602,Yes,2013-07-01
188,499,FR-T98U-54,HL Touring Frame - Blue- 54,CO_TF,Components,Touring Frames,602,Yes,2013-07-01
189,500,FR-T98U-60,HL Touring Frame - Blue- 60,CO_TF,Components,Touring Frames,602,Yes,2013-07-01
190,501,RD-2308,Rear Derailleur,CO_DE,Components,Derailleurs,54,Yes,2013-07-01
191,502,FR-T67U-50,LL Touring Frame - Blue- 50,CO_TF,Components,Touring Frames,200,Yes,2013-07-01
192,503,FR-T67U-54,LL Touring Frame - Blue- 54,CO_TF,Components,Touring Frames,200,Yes,2013-07-01
193,504,FR-T67U-58,LL Touring Frame - Blue- 58,CO_TF,Components,Touring Frames,200,Yes,2013-07-01
194,505,FR-T67U-62,LL Touring Frame - Blue- 62,CO_TF,Components,Touring Frames,200,Yes,2013-07-01
195,506,FR-T67Y-44,LL Touring Frame - Yellow- 44,CO_TF,Components,Touring Frames,200,Yes,2013-07-01
196,507,FR-T67Y-50,LL Touring Frame - Yellow- 50,CO_TF,Components,Touring Frames,200,Yes,2013-07-01
197,508,FR-T67Y-54,LL Touring Frame - Yellow- 54,CO_TF,Components,Touring Frames,200,Yes,2013-07-01
198,509,FR-T67Y-58,LL Touring Frame - Yellow- 58,CO_TF,Components,Touring Frames,200,Yes,2013-07-01
199,510,FR-T67U-44,LL Touring Frame - Blue- 44,CO_TF,Components,Touring Frames,200,Yes,2013-07-01
200,511,FR-M63S-40,ML Mountain Frame-W - Silver- 40,CO_MF,Components,Mountain Frames,199,Yes,2013-07-01
201,512,FR-M63S-42,ML Mountain Frame-W - Silver- 42,CO_MF,Components,Mountain Frames,199,Yes,2013-07-01
202,513,FR-M63S-46,ML Mountain Frame-W - Silver- 46,CO_MF,Components,Mountain Frames,199,Yes,2013-07-01
203,514,RB-9231,Rear Brakes,CO_BR,Components,Brakes,47,Yes,2013-07-01
204,515,SE-M236,LL Mountain Seat/Saddle,CO_SA,Components,Saddles,12,No,2013-07-01
205,516,SE-M798,ML Mountain Seat/Saddle,CO_SA,Components,Saddles,17,No,2013-07-01
206,517,SE-M940,HL Mountain Seat/Saddle,CO_SA,Components,Saddles,23,No,2013-07-01
207,518,SE-R581,LL Road Seat/Saddle,CO_SA,Components,Saddles,12,No,2013-07-01
208,519,SE-R908,ML Road Seat/Saddle,CO_SA,Components,Saddles,17,No,2013-07-01
209,520,SE-R995,HL Road Seat/Saddle,CO_SA,Components,Saddles,23,No,2013-07-01
210,521,SE-T312,LL Touring Seat/Saddle,CO_SA,Components,Saddles,12,No,2013-07-01
211,522,SE-T762,ML Touring Seat/Saddle,CO_SA,Components,Saddles,17,No,2013-07-01
212,523,SE-T924,HL Touring Seat/Saddle,CO_SA,Components,Saddles,23,No,2013-07-01
213,524,FR-M21S-42,LL Mountain Frame - Silver- 42,CO_MF,Components,Mountain Frames,145,Yes,2013-07-01
214,525,FR-M21S-44,LL Mountain Frame - Silver- 44,CO_MF,Components,Mountain Frames,145,Yes,2013-07-01
215,526,FR-M21S-48,LL Mountain Frame - Silver- 48,CO_MF,Components,Mountain Frames,145,Yes,2013-07-01
216,527,FR-M21S-52,LL Mountain Frame - Silver- 52,CO_MF,Components,Mountain Frames,145,Yes,2013-07-01
217,528,TT-M928,Mountain Tire Tube,AC_TT,Accessories,Tires and Tubes,2,Yes,2013-07-01
218,529,TT-R982,Road Tire Tube,AC_TT,Accessories,Tires and Tubes,1,Yes,2013-07-01
219,530,TT-T092,Touring Tire Tube,AC_TT,Accessories,Tires and Tubes,2,Yes,2013-07-01
220,531,FR-M21B-42,LL Mountain Frame - Black- 42,CO_MF,Components,Mountain Frames,137,Yes,2013-07-01
221,532,FR-M21B-44,LL Mountain Frame - Black- 44,CO_MF,Components,Mountain Frames,137,Yes,2013-07-01
222,533,FR-M21B-48,LL Mountain Frame - Black- 48,CO_MF,Components,Mountain Frames,137,Yes,2013-07-01
223,534,FR-M21B-52,LL Mountain Frame - Black- 52,CO_MF,Components,Mountain Frames,137,Yes,2013-07-01
224,535,TI-M267,LL Mountain Tire,AC_TT,Accessories,Tires and Tubes,9,Yes,2013-07-01
225,536,TI-M602,ML Mountain Tire,AC_TT,Accessories,Tires and Tubes,11,Yes,2013-07-01
226,537,TI-M823,HL Mountain Tire,AC_TT,Accessories,Tires and Tubes,13,Yes,2013-07-01
227,538,TI-R092,LL Road Tire,AC_TT,Accessories,Tires and Tubes,8,Yes,2013-07-01
228,539,TI-R628,ML Road Tire,AC_TT,Accessories,Tires and Tubes,9,Yes,2013-07-01
229,540,TI-R982,HL Road Tire,AC_TT,Accessories,Tires and Tubes,12,Yes,2013-07-01
230,541,TI-T723,Touring Tire,AC_TT,Accessories,Tires and Tubes,11,Yes,2013-07-01
231,542,PD-M282,LL Mountain Pedal,CO_PE,,,18,,2013-07-01
232,543,PD-M340,ML Mountain Pedal,CO_PE,,,28,,2013-07-01
233,544,PD-M562,HL Mountain Pedal,CO_PE,,,36,,2013-07-01
234,545,PD-R347,LL Road Pedal,CO_PE,,,18,,2013-07-01
235,546,PD-R563,ML Road Pedal,CO_PE,,,28,,2013-07-01
236,547,PD-R853,HL Road Pedal,CO_PE,,,36,,2013-07-01
237,548,PD-T852,Touring Pedal,CO_PE,,,36,,2013-07-01
238,549,FR-M63S-38,ML Mountain Frame-W - Silver- 38,CO_MF,Components,Mountain Frames,199,Yes,2013-07-01
239,550,FR-M21B-40,LL Mountain Frame - Black- 40,CO_MF,Components,Mountain Frames,137,Yes,2013-07-01
240,551,FR-M21S-40,LL Mountain Frame - Silver- 40,CO_MF,Components,Mountain Frames,145,Yes,2013-07-01
241,552,FD-2342,Front Derailleur,CO_DE,Components,Derailleurs,41,Yes,2013-07-01
242,553,HB-T721,LL Touring Handlebars,CO_HB,Components,Handlebars,20,No,2013-07-01
243,554,HB-T928,HL Touring Handlebars,CO_HB,Components,Handlebars,41,No,2013-07-01
244,555,FB-9873,Front Brakes,CO_BR,Components,Brakes,47,Yes,2013-07-01
245,556,CS-4759,LL Crankset,CO_CS,Components,Cranksets,78,Yes,2013-07-01
246,557,CS-6583,ML Crankset,CO_CS,Components,Cranksets,114,Yes,2013-07-01
247,558,CS-9183,HL Crankset,CO_CS,Components,Cranksets,180,Yes,2013-07-01
248,559,CH-0234,Chain,CO_CH,Components,Chains,9,Yes,2013-07-01
249,560,BK-T44U-60,Touring-2000 Blue- 60,BI_TB,Bikes,Touring Bikes,755,Yes,2013-07-01
250,561,BK-T79Y-46,Touring-1000 Yellow- 46,BI_TB,Bikes,Touring Bikes,1482,Yes,2013-07-01
251,562,BK-T79Y-50,Touring-1000 Yellow- 50,BI_TB,Bikes,Touring Bikes,1482,Yes,2013-07-01
252,563,BK-T79Y-54,Touring-1000 Yellow- 54,BI_TB,Bikes,Touring Bikes,1482,Yes,2013-07-01
253,564,BK-T79Y-60,Touring-1000 Yellow- 60,BI_TB,Bikes,Touring Bikes,1482,Yes,2013-07-01
254,565,BK-T18U-54,Touring-3000 Blue- 54,BI_TB,Bikes,Touring Bikes,461,Yes,2013-07-01
255,566,BK-T18U-58,Touring-3000 Blue- 58,BI_TB,Bikes,Touring Bikes,461,Yes,2013-07-01
256,567,BK-T18U-62,Touring-3000 Blue- 62,BI_TB,Bikes,Touring Bikes,461,Yes,2013-07-01
257,568,BK-T18Y-44,Touring-3000 Yellow- 44,BI_TB,Bikes,Touring Bikes,461,Yes,2013-07-01
